,state,country,Lat,Long,date,confirmed,deaths,recovered,active,population,density,fertility,age,urban_percentage,icu,index,humidity,sunHour,tempC,windspeedKmph
0,,Afghanistan,33,65,22-01-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,0,65,8.7,-1,8
1,,Afghanistan,33,65,23-01-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,1,59,8.7,-3,8
2,,Afghanistan,33,65,24-01-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,2,71,7.1,0,7
3,,Afghanistan,33,65,25-01-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,3,79,8.7,0,7
4,,Afghanistan,33,65,26-01-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,4,64,8.7,-1,8
5,,Afghanistan,33,65,27-01-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,5,66,8.7,-1,6
6,,Afghanistan,33,65,28-01-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,6,59,8.7,-2,9
7,,Afghanistan,33,65,29-01-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,7,56,8.7,-3,8
8,,Afghanistan,33,65,30-01-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,8,66,8.7,-2,8
9,,Afghanistan,33,65,31-01-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,9,70,4,-1,8
10,,Afghanistan,33,65,01-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,10,60,8.7,-1,8
11,,Afghanistan,33,65,02-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,11,57,8.7,-1,8
12,,Afghanistan,33,65,03-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,12,73,4,0,5
13,,Afghanistan,33,65,04-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,13,89,4,-1,4
14,,Afghanistan,33,65,05-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,14,70,8.7,-2,9
15,,Afghanistan,33,65,06-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,15,57,7.1,-1,9
16,,Afghanistan,33,65,07-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,16,50,8.7,-1,10
17,,Afghanistan,33,65,08-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,17,45,8.7,4,8
18,,Afghanistan,33,65,09-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,18,48,8.7,3,7
19,,Afghanistan,33,65,10-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,19,65,7.2,1,6
20,,Afghanistan,33,65,11-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,20,97,4.1,1,3
21,,Afghanistan,33,65,12-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,21,99,4.1,1,3
22,,Afghanistan,33,65,13-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,22,81,4.1,6,9
23,,Afghanistan,33,65,14-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,23,38,8.7,2,11
24,,Afghanistan,33,65,15-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,24,39,8.7,5,8
25,,Afghanistan,33,65,16-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,25,39,8.7,1,11
26,,Afghanistan,33,65,17-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,26,33,8.7,5,11
27,,Afghanistan,33,65,18-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,27,41,8.7,7,10
28,,Afghanistan,33,65,19-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,28,49,8.7,5,6
29,,Afghanistan,33,65,20-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,29,55,7.2,6,7
30,,Afghanistan,33,65,21-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,30,50,8.7,7,9
31,,Afghanistan,33,65,22-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,31,51,8.7,9,8
32,,Afghanistan,33,65,23-02-2020,0,0,0,0,38742911,60,4.6,18,0.25,0.5,32,47,8.7,11,7
33,,Afghanistan,33,65,24-02-2020,1,0,0,1,38742911,60,4.6,18,0.25,0.5,33,47,8.7,11,8
34,,Afghanistan,33,65,25-02-2020,1,0,0,1,38742911,60,4.6,18,0.25,0.5,34,50,8.7,10,9
35,,Afghanistan,33,65,26-02-2020,1,0,0,1,38742911,60,4.6,18,0.25,0.5,35,42,8.7,13,8
36,,Afghanistan,33,65,27-02-2020,1,0,0,1,38742911,60,4.6,18,0.25,0.5,36,59,8.7,14,5
37,,Afghanistan,33,65,28-02-2020,1,0,0,1,38742911,60,4.6,18,0.25,0.5,37,70,4.2,12,5
38,,Afghanistan,33,65,29-02-2020,1,0,0,1,38742911,60,4.6,18,0.25,0.5,38,74,7.2,9,5
39,,Afghanistan,33,65,01-03-2020,1,0,0,1,38742911,60,4.6,18,0.25,0.5,39,65,8.7,13,3
40,,Afghanistan,33,65,02-03-2020,1,0,0,1,38742911,60,4.6,18,0.25,0.5,40,46,8.7,16,5
41,,Afghanistan,33,65,03-03-2020,1,0,0,1,38742911,60,4.6,18,0.25,0.5,41,39,8.7,14,4
42,,Afghanistan,33,65,04-03-2020,1,0,0,1,38742911,60,4.6,18,0.25,0.5,42,75,5.7,7,8
43,,Afghanistan,33,65,05-03-2020,1,0,0,1,38742911,60,4.6,18,0.25,0.5,43,79,5.7,8,5
44,,Afghanistan,33,65,06-03-2020,1,0,0,1,38742911,60,4.6,18,0.25,0.5,44,53,8.7,12,3
45,,Afghanistan,33,65,07-03-2020,1,0,0,1,38742911,60,4.6,18,0.25,0.5,45,39,8.7,10,7
46,,Afghanistan,33,65,08-03-2020,4,0,0,4,38742911,60,4.6,18,0.25,0.5,46,34,8.7,9,5
47,,Afghanistan,33,65,09-03-2020,4,0,0,4,38742911,60,4.6,18,0.25,0.5,47,54,5.8,8,4
48,,Afghanistan,33,65,10-03-2020,5,0,0,5,38742911,60,4.6,18,0.25,0.5,48,74,4.3,6,6
49,,Afghanistan,33,65,11-03-2020,7,0,0,7,38742911,60,4.6,18,0.25,0.5,49,71,4.3,9,13
50,,Afghanistan,33,65,12-03-2020,7,0,0,7,38742911,60,4.6,18,0.25,0.5,50,70,4.3,7,8
51,,Afghanistan,33,65,13-03-2020,7,0,0,7,38742911,60,4.6,18,0.25,0.5,51,52,11.6,13,4
52,,Afghanistan,33,65,14-03-2020,11,0,0,11,38742911,60,4.6,18,0.25,0.5,52,31,11.6,14,5
53,,Afghanistan,33,65,15-03-2020,16,0,0,16,38742911,60,4.6,18,0.25,0.5,53,30,11.6,14,4
54,,Afghanistan,33,65,16-03-2020,21,0,1,20,38742911,60,4.6,18,0.25,0.5,54,32,10.2,14,4
55,,Afghanistan,33,65,17-03-2020,22,0,1,21,38742911,60,4.6,18,0.25,0.5,55,44,11.6,15,3
56,,Afghanistan,33,65,18-03-2020,22,0,1,21,38742911,60,4.6,18,0.25,0.5,56,44,12,17,4
57,,Afghanistan,33,65,19-03-2020,22,0,1,21,38742911,60,4.6,18,0.25,0.5,57,39,12.5,17,4
58,,Afghanistan,33,65,20-03-2020,24,0,1,23,38742911,60,4.6,18,0.25,0.5,58,54,9.1,13,5
59,,Afghanistan,33,65,21-03-2020,24,0,1,23,38742911,60,4.6,18,0.25,0.5,59,61,9.2,15,5
60,,Albania,41.1533,20.1683,22-01-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,60,51,7,11,3
61,,Albania,41.1533,20.1683,23-01-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,61,52,8.7,14,5
62,,Albania,41.1533,20.1683,24-01-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,62,56,8.7,15,5
63,,Albania,41.1533,20.1683,25-01-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,63,78,3.7,12,5
64,,Albania,41.1533,20.1683,26-01-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,64,78,3.7,14,5
65,,Albania,41.1533,20.1683,27-01-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,65,86,5.4,13,7
66,,Albania,41.1533,20.1683,28-01-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,66,84,3.7,12,9
67,,Albania,41.1533,20.1683,29-01-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,67,83,3.7,13,10
68,,Albania,41.1533,20.1683,30-01-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,68,75,7,13,6
69,,Albania,41.1533,20.1683,31-01-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,69,65,8.7,14,5
70,,Albania,41.1533,20.1683,01-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,70,80,7.1,14,4
71,,Albania,41.1533,20.1683,02-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,71,82,8.7,15,4
72,,Albania,41.1533,20.1683,03-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,72,81,8.7,15,5
73,,Albania,41.1533,20.1683,04-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,73,82,7.1,16,13
74,,Albania,41.1533,20.1683,05-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,74,71,8.7,8,15
75,,Albania,41.1533,20.1683,06-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,75,56,8.7,6,14
76,,Albania,41.1533,20.1683,07-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,76,51,8.7,9,5
77,,Albania,41.1533,20.1683,08-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,77,59,8.7,14,5
78,,Albania,41.1533,20.1683,09-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,78,65,8.7,13,6
79,,Albania,41.1533,20.1683,10-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,79,77,5.6,12,8
80,,Albania,41.1533,20.1683,11-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,80,78,4,14,10
81,,Albania,41.1533,20.1683,12-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,81,80,4,16,6
82,,Albania,41.1533,20.1683,13-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,82,64,8.7,16,5
83,,Albania,41.1533,20.1683,14-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,83,78,4,9,9
84,,Albania,41.1533,20.1683,15-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,84,66,8.7,15,9
85,,Albania,41.1533,20.1683,16-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,85,61,8.7,16,6
86,,Albania,41.1533,20.1683,17-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,86,62,8.7,15,4
87,,Albania,41.1533,20.1683,18-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,87,70,8.7,14,4
88,,Albania,41.1533,20.1683,19-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,88,77,8.7,15,4
89,,Albania,41.1533,20.1683,20-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,89,76,5.6,11,8
90,,Albania,41.1533,20.1683,21-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,90,57,8.7,11,8
91,,Albania,41.1533,20.1683,22-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,91,54,8.7,12,9
92,,Albania,41.1533,20.1683,23-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,92,54,8.7,14,4
93,,Albania,41.1533,20.1683,24-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,93,62,8.7,16,5
94,,Albania,41.1533,20.1683,25-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,94,71,8.7,17,6
95,,Albania,41.1533,20.1683,26-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,95,74,7.2,17,18
96,,Albania,41.1533,20.1683,27-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,96,79,4.2,7,17
97,,Albania,41.1533,20.1683,28-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,97,83,4.2,9,12
98,,Albania,41.1533,20.1683,29-02-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,98,58,8.7,11,5
99,,Albania,41.1533,20.1683,01-03-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,99,57,8.7,14,6
100,,Albania,41.1533,20.1683,02-03-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,100,71,7.2,18,13
101,,Albania,41.1533,20.1683,03-03-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,101,73,4.2,17,15
102,,Albania,41.1533,20.1683,04-03-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,102,85,4.2,11,6
103,,Albania,41.1533,20.1683,05-03-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,103,75,8.7,13,5
104,,Albania,41.1533,20.1683,06-03-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,104,68,4.2,12,9
105,,Albania,41.1533,20.1683,07-03-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,105,87,5.7,13,9
106,,Albania,41.1533,20.1683,08-03-2020,0,0,0,0,2878420,105,1.6,36,0.63,2.9,106,87,4.3,11,8
107,,Albania,41.1533,20.1683,09-03-2020,2,0,0,2,2878420,105,1.6,36,0.63,2.9,107,82,4.3,13,6
108,,Albania,41.1533,20.1683,10-03-2020,10,0,0,10,2878420,105,1.6,36,0.63,2.9,108,74,11.4,11,6
109,,Albania,41.1533,20.1683,11-03-2020,12,1,0,11,2878420,105,1.6,36,0.63,2.9,109,69,11.6,15,6
110,,Albania,41.1533,20.1683,12-03-2020,23,1,0,22,2878420,105,1.6,36,0.63,2.9,110,68,11.6,21,5
111,,Albania,41.1533,20.1683,13-03-2020,33,1,0,32,2878420,105,1.6,36,0.63,2.9,111,66,11.6,20,5
112,,Albania,41.1533,20.1683,14-03-2020,38,1,0,37,2878420,105,1.6,36,0.63,2.9,112,71,11.6,20,4
113,,Albania,41.1533,20.1683,15-03-2020,42,1,0,41,2878420,105,1.6,36,0.63,2.9,113,77,7.4,15,8
114,,Albania,41.1533,20.1683,16-03-2020,51,1,0,50,2878420,105,1.6,36,0.63,2.9,114,63,11.6,17,7
115,,Albania,41.1533,20.1683,17-03-2020,55,1,0,54,2878420,105,1.6,36,0.63,2.9,115,60,11.6,15,7
116,,Albania,41.1533,20.1683,18-03-2020,59,2,0,57,2878420,105,1.6,36,0.63,2.9,116,60,11.6,19,6
117,,Albania,41.1533,20.1683,19-03-2020,64,2,0,62,2878420,105,1.6,36,0.63,2.9,117,60,11.6,17,8
118,,Albania,41.1533,20.1683,20-03-2020,70,2,0,68,2878420,105,1.6,36,0.63,2.9,118,62,11.6,18,5
119,,Albania,41.1533,20.1683,21-03-2020,76,2,2,72,2878420,105,1.6,36,0.63,2.9,119,63,11.6,19,5
120,,Algeria,28.0339,1.6596,22-01-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,120,50,10.5,19,16
121,,Algeria,28.0339,1.6596,23-01-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,121,59,10.5,20,8
122,,Algeria,28.0339,1.6596,24-01-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,122,50,10.5,21,7
123,,Algeria,28.0339,1.6596,25-01-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,123,46,10.5,20,11
124,,Algeria,28.0339,1.6596,26-01-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,124,63,6.8,17,12
125,,Algeria,28.0339,1.6596,27-01-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,125,65,10.5,19,8
126,,Algeria,28.0339,1.6596,28-01-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,126,60,10.5,18,10
127,,Algeria,28.0339,1.6596,29-01-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,127,58,10.6,20,8
128,,Algeria,28.0339,1.6596,30-01-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,128,52,10.6,20,6
129,,Algeria,28.0339,1.6596,31-01-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,129,54,10.6,19,10
130,,Algeria,28.0339,1.6596,01-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,130,67,10.6,19,10
131,,Algeria,28.0339,1.6596,02-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,131,69,10.6,21,6
132,,Algeria,28.0339,1.6596,03-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,132,61,10.7,22,5
133,,Algeria,28.0339,1.6596,04-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,133,57,10.7,21,8
134,,Algeria,28.0339,1.6596,05-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,134,66,10.7,14,15
135,,Algeria,28.0339,1.6596,06-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,135,54,10.7,17,11
136,,Algeria,28.0339,1.6596,07-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,136,43,10.7,17,8
137,,Algeria,28.0339,1.6596,08-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,137,71,10,17,6
138,,Algeria,28.0339,1.6596,09-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,138,70,10.8,18,6
139,,Algeria,28.0339,1.6596,10-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,139,54,10.8,24,6
140,,Algeria,28.0339,1.6596,11-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,140,37,10.8,23,7
141,,Algeria,28.0339,1.6596,12-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,141,45,10.8,24,5
142,,Algeria,28.0339,1.6596,13-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,142,74,10.1,16,10
143,,Algeria,28.0339,1.6596,14-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,143,70,10.9,22,6
144,,Algeria,28.0339,1.6596,15-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,144,68,10.9,23,6
145,,Algeria,28.0339,1.6596,16-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,145,67,10.9,24,5
146,,Algeria,28.0339,1.6596,17-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,146,66,10.9,23,4
147,,Algeria,28.0339,1.6596,18-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,147,83,5.5,16,11
148,,Algeria,28.0339,1.6596,19-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,148,76,11,16,18
149,,Algeria,28.0339,1.6596,20-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,149,69,11,20,8
150,,Algeria,28.0339,1.6596,21-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,150,69,10.1,18,11
151,,Algeria,28.0339,1.6596,22-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,151,67,11.1,20,7
152,,Algeria,28.0339,1.6596,23-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,152,52,11.1,20,6
153,,Algeria,28.0339,1.6596,24-02-2020,0,0,0,0,43685618,18,3.1,29,0.73,1.9,153,46,11.1,22,5
154,,Algeria,28.0339,1.6596,25-02-2020,1,0,0,1,43685618,18,3.1,29,0.73,1.9,154,51,11.1,20,12
155,,Algeria,28.0339,1.6596,26-02-2020,1,0,0,1,43685618,18,3.1,29,0.73,1.9,155,64,8.6,18,12
156,,Algeria,28.0339,1.6596,27-02-2020,1,0,0,1,43685618,18,3.1,29,0.73,1.9,156,65,11.2,19,9
157,,Algeria,28.0339,1.6596,28-02-2020,1,0,0,1,43685618,18,3.1,29,0.73,1.9,157,50,11.2,23,7
158,,Algeria,28.0339,1.6596,29-02-2020,1,0,0,1,43685618,18,3.1,29,0.73,1.9,158,42,11.2,22,11
159,,Algeria,28.0339,1.6596,01-03-2020,1,0,0,1,43685618,18,3.1,29,0.73,1.9,159,57,11.2,20,15
160,,Algeria,28.0339,1.6596,02-03-2020,3,0,0,3,43685618,18,3.1,29,0.73,1.9,160,58,10.1,20,23
161,,Algeria,28.0339,1.6596,03-03-2020,5,0,0,5,43685618,18,3.1,29,0.73,1.9,161,54,11.3,16,25
162,,Algeria,28.0339,1.6596,04-03-2020,12,0,0,12,43685618,18,3.1,29,0.73,1.9,162,74,8.6,18,20
163,,Algeria,28.0339,1.6596,05-03-2020,12,0,0,12,43685618,18,3.1,29,0.73,1.9,163,66,11.3,22,12
164,,Algeria,28.0339,1.6596,06-03-2020,17,0,0,17,43685618,18,3.1,29,0.73,1.9,164,62,5.7,17,30
165,,Algeria,28.0339,1.6596,07-03-2020,17,0,0,17,43685618,18,3.1,29,0.73,1.9,165,60,5.7,14,25
166,,Algeria,28.0339,1.6596,08-03-2020,19,0,0,19,43685618,18,3.1,29,0.73,1.9,166,53,11.4,18,8
167,,Algeria,28.0339,1.6596,09-03-2020,20,0,0,20,43685618,18,3.1,29,0.73,1.9,167,54,10.1,15,14
168,,Algeria,28.0339,1.6596,10-03-2020,20,0,0,20,43685618,18,3.1,29,0.73,1.9,168,63,11.5,14,14
169,,Algeria,28.0339,1.6596,11-03-2020,20,0,0,20,43685618,18,3.1,29,0.73,1.9,169,47,11.5,24,6
170,,Algeria,28.0339,1.6596,12-03-2020,24,1,8,15,43685618,18,3.1,29,0.73,1.9,170,47,11.5,28,7
171,,Algeria,28.0339,1.6596,13-03-2020,26,2,8,16,43685618,18,3.1,29,0.73,1.9,171,50,11.5,22,10
172,,Algeria,28.0339,1.6596,14-03-2020,37,3,12,22,43685618,18,3.1,29,0.73,1.9,172,79,11.6,19,10
173,,Algeria,28.0339,1.6596,15-03-2020,48,4,12,32,43685618,18,3.1,29,0.73,1.9,173,74,10.2,21,9
174,,Algeria,28.0339,1.6596,16-03-2020,54,4,12,38,43685618,18,3.1,29,0.73,1.9,174,71,10.2,21,9
175,,Algeria,28.0339,1.6596,17-03-2020,60,4,12,44,43685618,18,3.1,29,0.73,1.9,175,87,7.4,18,9
176,,Algeria,28.0339,1.6596,18-03-2020,74,7,12,55,43685618,18,3.1,29,0.73,1.9,176,83,10.2,19,11
177,,Algeria,28.0339,1.6596,19-03-2020,87,9,32,46,43685618,18,3.1,29,0.73,1.9,177,81,10.2,19,16
178,,Algeria,28.0339,1.6596,20-03-2020,90,11,32,47,43685618,18,3.1,29,0.73,1.9,178,73,10.3,20,12
179,,Algeria,28.0339,1.6596,21-03-2020,139,15,32,92,43685618,18,3.1,29,0.73,1.9,179,80,7.6,17,11
180,,Andorra,42.5063,1.5218,22-01-2020,0,0,0,0,77240,164,,,0.88,2.5,180,98,3.5,0,7
181,,Andorra,42.5063,1.5218,23-01-2020,0,0,0,0,77240,164,,,0.88,2.5,181,97,3.5,-1,7
182,,Andorra,42.5063,1.5218,24-01-2020,0,0,0,0,77240,164,,,0.88,2.5,182,91,8.7,1,3
183,,Andorra,42.5063,1.5218,25-01-2020,0,0,0,0,77240,164,,,0.88,2.5,183,97,3.5,1,5
184,,Andorra,42.5063,1.5218,26-01-2020,0,0,0,0,77240,164,,,0.88,2.5,184,94,3.5,3,3
185,,Andorra,42.5063,1.5218,27-01-2020,0,0,0,0,77240,164,,,0.88,2.5,185,91,8.3,2,4
186,,Andorra,42.5063,1.5218,28-01-2020,0,0,0,0,77240,164,,,0.88,2.5,186,90,9.9,4,5
187,,Andorra,42.5063,1.5218,29-01-2020,0,0,0,0,77240,164,,,0.88,2.5,187,69,9.9,5,5
188,,Andorra,42.5063,1.5218,30-01-2020,0,0,0,0,77240,164,,,0.88,2.5,188,89,6.6,5,4
189,,Andorra,42.5063,1.5218,31-01-2020,0,0,0,0,77240,164,,,0.88,2.5,189,94,6.6,4,5
190,,Andorra,42.5063,1.5218,01-02-2020,0,0,0,0,77240,164,,,0.88,2.5,190,89,6.6,6,7
191,,Andorra,42.5063,1.5218,02-02-2020,0,0,0,0,77240,164,,,0.88,2.5,191,83,10,8,7
192,,Andorra,42.5063,1.5218,03-02-2020,0,0,0,0,77240,164,,,0.88,2.5,192,76,10,9,7
193,,Andorra,42.5063,1.5218,04-02-2020,0,0,0,0,77240,164,,,0.88,2.5,193,83,10,6,15
194,,Andorra,42.5063,1.5218,05-02-2020,0,0,0,0,77240,164,,,0.88,2.5,194,44,10.1,6,11
195,,Andorra,42.5063,1.5218,06-02-2020,0,0,0,0,77240,164,,,0.88,2.5,195,38,10.1,7,4
196,,Andorra,42.5063,1.5218,07-02-2020,0,0,0,0,77240,164,,,0.88,2.5,196,42,6.7,7,2
197,,Andorra,42.5063,1.5218,08-02-2020,0,0,0,0,77240,164,,,0.88,2.5,197,62,10.2,6,4
198,,Andorra,42.5063,1.5218,09-02-2020,0,0,0,0,77240,164,,,0.88,2.5,198,85,10.6,6,4
199,,Andorra,42.5063,1.5218,10-02-2020,0,0,0,0,77240,164,,,0.88,2.5,199,77,10.6,11,5
200,,Andorra,42.5063,1.5218,11-02-2020,0,0,0,0,77240,164,,,0.88,2.5,200,82,10,9,8
201,,Andorra,42.5063,1.5218,12-02-2020,0,0,0,0,77240,164,,,0.88,2.5,201,87,8.5,7,6
202,,Andorra,42.5063,1.5218,13-02-2020,0,0,0,0,77240,164,,,0.88,2.5,202,89,8.5,8,6
203,,Andorra,42.5063,1.5218,14-02-2020,0,0,0,0,77240,164,,,0.88,2.5,203,69,10.7,10,7
204,,Andorra,42.5063,1.5218,15-02-2020,0,0,0,0,77240,164,,,0.88,2.5,204,63,10.7,10,3
205,,Andorra,42.5063,1.5218,16-02-2020,0,0,0,0,77240,164,,,0.88,2.5,205,53,10.8,9,5
206,,Andorra,42.5063,1.5218,17-02-2020,0,0,0,0,77240,164,,,0.88,2.5,206,62,10.8,12,5
207,,Andorra,42.5063,1.5218,18-02-2020,0,0,0,0,77240,164,,,0.88,2.5,207,70,10.8,7,8
208,,Andorra,42.5063,1.5218,19-02-2020,0,0,0,0,77240,164,,,0.88,2.5,208,56,10.8,10,7
209,,Andorra,42.5063,1.5218,20-02-2020,0,0,0,0,77240,164,,,0.88,2.5,209,40,10.9,12,5
210,,Andorra,42.5063,1.5218,21-02-2020,0,0,0,0,77240,164,,,0.88,2.5,210,47,10.9,12,6
211,,Andorra,42.5063,1.5218,22-02-2020,0,0,0,0,77240,164,,,0.88,2.5,211,33,10.9,14,7
212,,Andorra,42.5063,1.5218,23-02-2020,0,0,0,0,77240,164,,,0.88,2.5,212,38,11,16,5
213,,Andorra,42.5063,1.5218,24-02-2020,0,0,0,0,77240,164,,,0.88,2.5,213,31,11,16,5
214,,Andorra,42.5063,1.5218,25-02-2020,0,0,0,0,77240,164,,,0.88,2.5,214,50,10.1,9,7
215,,Andorra,42.5063,1.5218,26-02-2020,0,0,0,0,77240,164,,,0.88,2.5,215,69,10.1,3,12
216,,Andorra,42.5063,1.5218,27-02-2020,0,0,0,0,77240,164,,,0.88,2.5,216,75,7,8,7
217,,Andorra,42.5063,1.5218,28-02-2020,0,0,0,0,77240,164,,,0.88,2.5,217,87,10.1,9,7
218,,Andorra,42.5063,1.5218,29-02-2020,0,0,0,0,77240,164,,,0.88,2.5,218,87,8.6,9,9
219,,Andorra,42.5063,1.5218,01-03-2020,0,0,0,0,77240,164,,,0.88,2.5,219,89,5.6,5,9
220,,Andorra,42.5063,1.5218,02-03-2020,1,0,0,1,77240,164,,,0.88,2.5,220,93,5.6,3,15
221,,Andorra,42.5063,1.5218,03-03-2020,1,0,0,1,77240,164,,,0.88,2.5,221,88,5.6,0,11
